Player,Time,Half-time,total_distance,HIR_total_distance,HA_actions,HD_actions,VHA_actions,VHD_actions,Expected_goal
15606,"[25.0,30.0]",First-half,656.3546385300143,21.477770320461797,4.0,35.0,0.0,18.0,43.09
15606,"[30.0,35.0]",First-half,577.4224036795549,81.11016950658126,16.0,11.0,0.0,0.0,55.919999999999995
15606,"[35.0,40.0]",First-half,505.17956313638615,28.26706402691201,13.0,16.0,4.0,4.0,62.49
15606,"[40.0,45.0]",First-half,515.6115943225168,145.09947152046828,7.0,6.0,7.0,13.0,65.24000000000001
15606,"[45.0,50.0]",First-half,74.17067733257167,0.0,0.0,0.0,0.0,0.0,0.0
15606,"[60.0,65.0]",Second-half,316.5538855448066,11.556545326203274,0.0,6.0,0.0,0.0,5.720000000000001
15606,"[65.0,70.0]",Second-half,586.6502753337124,135.08454319005182,54.0,50.0,22.0,14.0,92.49000000000001
15606,"[70.0,75.0]",Second-half,627.1687670652786,122.64216988089025,14.0,30.0,1.0,18.0,57.82000000000001
15606,"[75.0,80.0]",Second-half,483.9023249041122,2.27736799487603,15.0,5.0,1.0,0.0,54.080000000000005
15606,"[80.0,85.0]",Second-half,510.82389479626835,67.71172447691701,12.0,29.0,3.0,11.0,67.6
15606,"[85.0,90.0]",Second-half,401.2520340376246,0.0,3.0,6.0,0.0,0.0,28.640000000000008
15606,"[90.0,95.0]",Second-half,491.507076849155,0.0,11.0,12.0,2.0,7.0,25.77
15606,"[95.0,100.0]",Second-half,538.9813440136966,96.56204775568004,3.0,5.0,6.0,0.0,15.420000000000003
15606,"[100.0,105.0]",Second-half,556.238839674892,80.59504410336346,9.0,17.0,0.0,0.0,16.540000000000003
15606,"[105.0,110.0]",Second-half,632.2880860423946,66.44740115015387,1.0,25.0,6.0,11.0,136.69
15606,"[110.0,112.11]",Second-half,264.14643985780384,30.603879201861094,20.0,19.0,9.0,7.0,137.49
15620,"[0.0,5.0]",First-half,626.6477031235191,113.50515778417476,34.0,11.0,3.0,24.0,18.0
15620,"[5.0,10.0]",First-half,597.2111355156868,47.86995115416053,13.0,22.0,0.0,3.0,5.9
15620,"[10.0,15.0]",First-half,557.9506298333037,179.17555379608595,22.0,10.0,14.0,13.0,36.230000000000004
15620,"[15.0,20.0]",First-half,535.3373120246715,174.32154079327634,42.0,18.0,2.0,29.0,3.4899999999999998
15620,"[20.0,25.0]",First-half,468.19829476162755,92.10856065599307,2.0,12.0,3.0,10.0,11.219999999999999
15620,"[25.0,30.0]",First-half,632.4516337867512,147.11372157565776,24.0,37.0,8.0,22.0,14.480000000000002
15620,"[30.0,35.0]",First-half,498.8428945876749,31.80586377694321,6.0,9.0,2.0,17.0,0.34
15620,"[35.0,40.0]",First-half,549.9689175465301,123.22699270110596,12.0,23.0,10.0,16.0,75.99000000000001
15620,"[40.0,45.0]",First-half,486.2921218860089,79.55049756409306,33.0,13.0,8.0,14.0,83.98
15620,"[45.0,50.0]",First-half,46.59358657427178,0.0,8.0,5.0,2.0,8.0,33.040000000000006
15620,"[60.0,65.0]",Second-half,323.42028916002323,79.10110645232807,7.0,16.0,0.0,4.0,0.0
15620,"[65.0,70.0]",Second-half,621.5621719394248,171.33779208747632,20.0,39.0,0.0,13.0,84.42000000000002
15620,"[70.0,75.0]",Second-half,626.7854453435914,102.17891084938942,33.0,41.0,6.0,29.0,17.409999999999997
15620,"[75.0,80.0]",Second-half,553.248577378001,163.38031372999325,39.0,30.0,0.0,33.0,18.820000000000004
15620,"[80.0,85.0]",Second-half,497.04296935390744,100.20427520631806,18.0,32.0,6.0,23.0,4.3100000000000005
15620,"[85.0,90.0]",Second-half,355.20855660392516,0.0,2.0,7.0,0.0,2.0,20.89
15620,"[90.0,95.0]",Second-half,541.9272420315433,63.81425251894097,8.0,2.0,1.0,2.0,5.659999999999999
15620,"[95.0,100.0]",Second-half,625.6288485860305,222.39718387598475,12.0,19.0,0.0,25.0,4.540000000000001
15620,"[100.0,105.0]",Second-half,603.2284709379841,103.94598499669512,15.0,61.0,0.0,4.0,7.8100000000000005
15620,"[105.0,110.0]",Second-half,633.1212058665146,84.50264074922275,39.0,22.0,1.0,9.0,34.27
15620,"[110.0,112.11]",Second-half,272.5625524887015,42.68662693888819,6.0,20.0,3.0,12.0,9.07
15889,"[0.0,5.0]",First-half,641.0235316246358,106.40620299975095,53.0,28.0,3.0,14.0,24.26
15889,"[5.0,10.0]",First-half,598.4028709960271,62.49449978783179,17.0,20.0,1.0,5.0,1.7500000000000002
15889,"[10.0,15.0]",First-half,612.721317041575,149.3292596519892,37.0,33.0,9.0,1.0,51.56000000000001
15889,"[15.0,20.0]",First-half,576.171307916039,15.893483049146052,13.0,15.0,11.0,7.0,20.68
15889,"[20.0,25.0]",First-half,542.9128718838161,27.184309359719343,24.0,15.0,5.0,8.0,9.28
15889,"[25.0,30.0]",First-half,687.388755022087,135.49543498071975,22.0,10.0,7.0,12.0,22.98
15889,"[30.0,35.0]",First-half,584.3561501684045,91.70660944267397,30.0,49.0,9.0,16.0,1.79
15889,"[35.0,40.0]",First-half,629.0056049865831,138.29409254135032,20.0,32.0,6.0,27.0,7.359999999999999
15889,"[40.0,45.0]",First-half,534.009358084276,147.71529241860318,24.0,29.0,12.0,0.0,49.089999999999996
15889,"[45.0,50.0]",First-half,73.9768463796481,6.844225663560799,0.0,0.0,8.0,8.0,0.0
15889,"[60.0,65.0]",Second-half,364.36548975408186,2.265852274280003,17.0,20.0,4.0,0.0,0.24000000000000002
15889,"[65.0,70.0]",Second-half,610.0035649851798,24.84983244189636,27.0,27.0,4.0,15.0,53.239999999999995
15889,"[70.0,75.0]",Second-half,588.5145224465919,59.32105307191703,38.0,30.0,1.0,26.0,12.870000000000003
15889,"[75.0,80.0]",Second-half,615.6973387518674,106.79077234726546,29.0,39.0,0.0,8.0,71.10999999999999
15889,"[80.0,85.0]",Second-half,508.32635593170204,123.22094999019289,27.0,31.0,9.0,25.0,2.81
15889,"[85.0,90.0]",Second-half,438.7565607013409,21.1194545910065,21.0,23.0,7.0,13.0,7.790000000000001
15889,"[90.0,95.0]",Second-half,596.3129021194931,149.21765399408142,33.0,46.0,5.0,14.0,4.24
15889,"[95.0,100.0]",Second-half,563.216754070449,48.70269175209217,8.0,19.0,0.0,6.0,3.1300000000000003
15889,"[100.0,105.0]",Second-half,490.7292988526999,53.0334461754945,14.0,12.0,0.0,6.0,0.0
15889,"[105.0,110.0]",Second-half,650.6194789155082,91.50746042195185,30.0,16.0,0.0,7.0,89.58999999999999
15889,"[110.0,112.11]",Second-half,262.9308692285474,69.10550561585858,3.0,16.0,7.0,6.0,0.4
17070,"[0.0,5.0]",First-half,647.2708393759015,107.00669633351534,23.0,17.0,3.0,6.0,40.760000000000005
17070,"[5.0,10.0]",First-half,623.2535232630247,63.063053269032515,37.0,34.0,0.0,11.0,50.68000000000001
17070,"[10.0,15.0]",First-half,549.8452735705191,18.56812948624843,7.0,18.0,0.0,5.0,10.910000000000002
17070,"[15.0,20.0]",First-half,517.866612905951,50.98943443597287,26.0,18.0,3.0,9.0,123.26
17070,"[20.0,25.0]",First-half,575.7587666579891,138.00129535577597,24.0,18.0,2.0,13.0,57.07
17070,"[25.0,30.0]",First-half,564.2060325929957,14.074240832254464,15.0,12.0,0.0,0.0,12.99
17070,"[30.0,35.0]",First-half,509.5412945684228,48.63188580380466,17.0,16.0,3.0,8.0,94.27
17070,"[35.0,40.0]",First-half,534.1804831718447,0.0,24.0,13.0,0.0,0.0,68.09
17070,"[40.0,45.0]",First-half,514.5166836644141,53.48531962952916,27.0,34.0,16.0,14.0,61.220000000000006
17070,"[45.0,50.0]",First-half,72.38193389359044,0.0,4.0,2.0,4.0,0.0,35.14
17070,"[60.0,65.0]",Second-half,389.1452665995031,37.12158026697017,15.0,28.0,11.0,17.0,7.2299999999999995
17070,"[65.0,70.0]",Second-half,525.374812876954,0.0,6.0,16.0,7.0,4.0,62.81000000000001
17070,"[70.0,75.0]",Second-half,497.33911851114044,0.0,12.0,14.0,7.0,0.0,45.86
17070,"[75.0,80.0]",Second-half,498.8474427553643,34.559783040570686,19.0,11.0,0.0,11.0,125.9
17070,"[80.0,85.0]",Second-half,485.59475491681997,0.0,29.0,26.0,14.0,2.0,128.65
17070,"[85.0,90.0]",Second-half,374.3852222437741,46.08030799794396,19.0,14.0,0.0,12.0,5.840000000000002
17070,"[90.0,95.0]",Second-half,552.003736441786,39.64363990787736,39.0,6.0,8.0,14.0,48.5
17070,"[95.0,100.0]",Second-half,540.1622542162602,76.82038494647142,24.0,9.0,3.0,1.0,29.020000000000003
17070,"[100.0,105.0]",Second-half,481.6975312425393,42.319001446006595,11.0,18.0,0.0,15.0,89.01
17070,"[105.0,110.0]",Second-half,586.3244337757452,103.63021681168617,23.0,13.0,5.0,5.0,109.24
17070,"[110.0,112.11]",Second-half,254.99193615857374,11.653793901277814,4.0,3.0,4.0,0.0,96.41
17444,"[0.0,5.0]",First-half,684.5751314425427,61.69370225568571,13.0,19.0,7.0,4.0,57.0
17444,"[5.0,10.0]",First-half,599.8205404827049,80.45916441570672,25.0,16.0,2.0,11.0,35.470000000000006
17444,"[10.0,15.0]",First-half,628.2434765450218,165.47317971709762,35.0,27.0,10.0,14.0,91.46000000000001
17444,"[15.0,20.0]",First-half,561.533612543037,161.1772201871429,41.0,20.0,20.0,17.0,91.18
17444,"[20.0,25.0]",First-half,439.79114154291165,79.29433458776845,28.0,21.0,4.0,10.0,77.01
17444,"[25.0,30.0]",First-half,549.6233901843766,45.871994085237965,35.0,10.0,16.0,3.0,40.769999999999996
17444,"[30.0,35.0]",First-half,619.7402613491679,0.0,31.0,32.0,9.0,12.0,94.27000000000001
17444,"[35.0,40.0]",First-half,434.685480466837,54.75408757833421,36.0,15.0,20.0,17.0,61.64
17444,"[40.0,45.0]",First-half,495.93344596928716,89.2818025955999,26.0,18.0,8.0,6.0,103.00000000000003
17444,"[45.0,50.0]",First-half,104.34187505594204,4.785706939920036,4.0,5.0,7.0,8.0,104.79000000000002
17444,"[60.0,65.0]",Second-half,321.258323644715,55.975810146170225,10.0,6.0,7.0,10.0,54.61999999999999
17444,"[65.0,70.0]",Second-half,603.0027583559895,103.59602546575334,52.0,44.0,10.0,16.0,99.86000000000001
17444,"[70.0,75.0]",Second-half,456.05605148576524,0.0,29.0,19.0,4.0,5.0,46.709999999999994
17444,"[75.0,80.0]",Second-half,473.99558375989005,55.28202271436644,36.0,31.0,2.0,9.0,140.57
