Unnamed: 0,Start_Ts (ms),End_Ts (ms),X,Y,Player,Event,expGoal
176,241500,243900,47.3,-1.5,33033,Pass,0.37
180,246500,249200,25.4,12.9,10016,Pass,0.0
183,249700,251100,24.5,-8.5,72131,Pass,0.0
186,252400,256300,10.3,-15.6,12588,Pass,0.0
189,260400,261300,-7.6,29.0,15223,Pass,0.0
192,263500,268000,-0.4,24.7,82908,Pass,0.0
197,268000,269200,-18.6,-20.4,17585,Pass,0.0
205,273600,274100,-33.8,-30.6,46786,Pass,0.01
210,274100,274100,-23.8,-30.6,17585,Pass,0.0
218,286500,288100,-14.4,-34.3,15889,Pass,0.0
220,288000,288600,-5.7,-30.1,12458,Pass,0.0
225,290400,295500,-5.1,-23.4,94410,Pass,0.0
234,303500,312200,39.8,4.4,33033,Pass,0.08
239,313300,315300,1.7,10.3,10396,Pass,0.0
243,323500,324800,15.4,11.2,15606,Pass,0.0
245,324700,325900,4.0,15.5,10396,Pass,0.0
249,326500,328000,9.9,30.0,15620,Pass,0.0
253,329200,330500,-2.9,15.8,10396,Pass,0.0
256,331500,333800,-3.6,-5.0,46786,Pass,0.0
258,333700,334800,12.7,-33.1,12458,Pass,0.0
262,336300,339300,-0.5,-31.4,15889,Pass,0.0
265,339500,342500,-30.3,-10.0,18446,Pass,0.0
268,343500,345600,-13.8,9.9,15606,Pass,0.0
273,349200,352500,17.9,0.4,13188,Pass,0.0
280,387900,391000,35.6,-0.7,33033,Pass,0.07
285,391000,392000,-20.2,-7.7,11720,Pass,0.0
290,392000,393000,-7.6,-26.3,12458,Pass,0.0
295,393000,393000,-9.7,-20.5,10396,Pass,0.0
296,393000,396100,-8.6,-27.4,17070,Pass,0.0
301,396000,396000,2.9,-27.0,72131,Pass,0.0
308,405500,406800,-13.3,-34.2,15889,Pass,0.0
311,407400,408200,-12.4,-27.6,15606,Pass,0.0
314,408500,411100,-11.5,-33.5,15889,Pass,0.0
317,411500,414200,-31.1,-25.4,46786,Pass,0.0
320,414500,416000,-34.2,1.3,18446,Pass,0.07
324,417500,419200,-25.8,10.9,15606,Pass,0.0
327,421600,422800,-12.5,29.2,15620,Pass,0.0
330,423500,426500,-28.5,24.4,15606,Pass,0.0
335,431500,432900,-6.6,-20.5,46786,Pass,0.0
339,433000,435500,11.0,-15.6,13394,Pass,0.0
341,435500,437500,35.6,-13.5,10016,Pass,0.03
346,441600,443400,46.1,-9.5,33033,Pass,0.08
350,445500,447500,36.7,19.0,10016,Pass,0.03
354,448500,448500,21.5,19.8,93295,Pass,0.0
358,450200,454700,28.5,24.6,13188,Pass,0.0
367,497500,500600,39.0,4.4,33033,Pass,0.08
370,501700,503100,12.6,-32.5,17070,Pass,0.0
375,504500,508000,-6.0,-31.2,11720,Pass,0.0
381,511500,513700,-37.4,-8.0,18446,Pass,0.08
384,515500,517000,-33.4,9.1,15606,Pass,0.07
388,518500,520400,-22.0,7.4,10396,Pass,0.0
391,521700,523400,-13.1,31.9,15620,Pass,0.0
396,528500,530900,-2.0,14.5,15606,Pass,0.0
401,531200,533700,31.9,24.7,82908,Pass,0.0
403,533600,537900,45.9,8.8,33033,Pass,0.08
408,539500,541300,-2.8,19.7,11720,Pass,0.0
412,548500,551200,-19.5,9.7,15223,Pass,0.0
415,553000,555200,-12.0,-20.5,17070,Pass,0.0
419,557500,559200,-18.8,-33.1,15223,Pass,0.0
422,559500,560900,-11.9,-19.0,93295,Pass,0.0
426,561000,565200,-1.0,-29.3,17070,Pass,0.0
431,565500,566900,-38.2,6.1,18446,Pass,0.08
435,572800,574000,1.4,24.2,15620,Pass,0.0
438,575800,576900,-3.6,12.3,94410,Pass,0.0
441,578100,580000,-13.7,12.2,15606,Pass,0.0
445,581500,582900,-11.1,-16.4,46786,Pass,0.0
448,584500,585800,-4.5,-27.3,15889,Pass,0.0
451,586500,588700,-16.6,-22.6,46786,Pass,0.0
455,592200,593900,-8.3,12.7,15606,Pass,0.0
459,598800,599700,5.3,-14.0,46786,Pass,0.0
463,600400,603100,18.6,-16.2,10396,Pass,0.0
470,609500,611800,26.8,-28.4,10016,Pass,0.0
473,612000,614600,10.9,-0.1,15223,Pass,0.0
479,617500,617500,15.8,15.1,82908,Pass,0.0
484,630400,632300,27.7,9.8,72131,Pass,0.0
488,637500,640300,4.7,-20.0,10016,Pass,0.0
491,640500,642200,-5.1,-32.8,17585,Pass,0.0
494,642500,644300,7.5,-27.7,17070,Pass,0.0
497,644500,645900,0.9,-20.7,13394,Pass,0.0
502,650900,650900,10.1,-10.1,10016,Pass,0.0
508,671100,673300,-17.4,33.6,15620,Pass,0.0
512,683800,684700,-3.6,16.9,15606,Pass,0.0
516,685500,688000,12.0,30.1,94410,Pass,0.0
522,688000,688200,20.0,33.5,93295,Pass,0.0
525,688500,688700,22.1,32.8,82908,Pass,0.0
528,689200,689400,23.3,33.8,93295,Pass,0.0
537,694500,696400,27.3,24.0,93295,Pass,0.0
544,697300,698000,16.6,25.7,15620,Pass,0.0
548,699800,702000,24.8,31.3,11679,Pass,0.0
552,702000,705000,41.6,-8.3,17070,Pass,0.08
554,702600,702600,42.7,-9.6,17070,Pass,0.08
560,705000,706000,23.9,-17.2,17585,Pass,0.0
564,706000,708000,18.1,-12.8,12588,Pass,0.0
572,708000,708000,18.6,-25.7,10396,Pass,0.0
580,783400,786000,-43.4,-28.8,12588,Pass,0.01
588,786000,788900,-33.7,4.2,15620,Pass,0.07
594,788900,788900,-19.8,0.0,93295,Pass,0.0
601,815400,816900,-47.1,-0.5,18446,Pass,0.37
604,817000,819000,-34.7,-3.2,46786,Pass,0.07
606,819000,823500,-47.5,-8.7,18446,Pass,0.09
612,823500,824500,20.2,5.5,11679,Pass,0.0
618,824500,827100,27.4,-1.4,72131,Pass,0.0
623,829400,830800,23.1,7.5,10396,Pass,0.0
627,832500,832500,31.0,19.5,11679,Pass,0.0
634,861700,864000,47.3,-2.3,33033,Pass,0.22
636,864000,865500,30.3,15.3,10016,Pass,0.0
640,866600,868100,44.5,-1.6,33033,Pass,0.2
644,872500,875200,20.4,-13.3,72131,Pass,0.0
649,879100,880800,-0.3,20.5,10016,Pass,0.0
654,881000,882000,-20.0,14.8,15606,Pass,0.0
658,882000,883000,-5.5,15.2,10016,Pass,0.0
661,883000,885900,-10.2,14.0,93295,Pass,0.0
668,886500,888900,1.7,11.1,17444,Pass,0.0
672,888900,927000,-4.3,-0.1,12588,Pass,0.0
675,889000,889000,-4.4,-0.5,12588,Pass,0.0
681,927000,927000,-42.2,3.6,82908,Pass,0.2
689,953500,957000,-47.6,-0.2,18446,Pass,0.37
696,957000,957000,17.2,0.6,10016,Pass,0.0
703,971300,972700,21.0,31.6,15620,Pass,0.0
708,980500,982000,19.5,24.4,13188,Pass,0.0
712,982000,984000,41.0,-1.8,72131,Pass,0.2
715,984300,984300,19.4,-6.2,12588,Pass,0.0
722,1009300,1011800,15.1,-29.9,17070,Pass,0.0
725,1013300,1015800,40.0,-10.9,33033,Pass,0.03
729,1019500,1021800,12.9,20.3,10016,Pass,0.0
733,1023500,1025600,5.7,-17.3,72131,Pass,0.0
737,1026500,1028700,-10.9,-32.6,17585,Pass,0.0
742,1029500,1031400,-5.7,-13.6,13188,Pass,0.0
745,1033500,1034700,5.2,2.2,11679,Pass,0.0
749,1036600,1038500,22.7,15.1,13188,Pass,0.0
752,1038500,1039300,42.7,17.9,15620,Pass,0.03
757,1039300,1040800,47.1,6.1,10016,Pass,0.09
761,1041000,1041000,48.1,15.2,82908,Pass,0.03
767,1049500,1051900,1.4,33.9,15606,Pass,0.0
770,1053500,1056200,-18.9,12.7,46786,Pass,0.0
773,1057300,1058400,-12.5,-8.1,10396,Pass,0.0
776,1059500,1062200,-9.9,-20.4,15889,Pass,0.0
779,1063100,1064900,-20.1,-9.3,46786,Pass,0.0
783,1067800,1069700,-9.5,21.0,15606,Pass,0.0
787,1073700,1075900,-0.2,-13.8,46786,Pass,0.0
791,1078400,1080300,-15.2,-30.8,15889,Pass,0.0
794,1082500,1085100,-13.7,-1.0,15606,Pass,0.0
800,1091500,1092800,5.0,24.1,15620,Pass,0.0
803,1094500,1096000,-10.9,19.4,15606,Pass,0.0
805,1096000,1097700,2.5,1.3,94410,Pass,0.0
810,1100200,1102000,-13.6,-10.1,46786,Pass,0.0
814,1102400,1103600,-3.7,-31.7,15889,Pass,0.0
818,1103500,1104200,9.8,-31.9,17070,Pass,0.0
823,1104500,1105900,5.4,-29.7,15889,Pass,0.0
826,1106000,1106000,10.3,-19.6,13188,Pass,0.0
832,1172000,1174000,49.4,-28.1,13188,Pass,0.01
837,1174000,1174000,36.7,6.4,12588,Pass,0.08
843,1184500,1187700,20.9,-35.6,15889,Pass,0.0
846,1188500,1190000,0.9,-21.4,46786,Pass,0.0
849,1190900,1193600,3.6,0.9,94410,Pass,0.0
853,1194900,1222000,16.3,31.3,15620,Pass,0.0
859,1222000,1225600,37.5,18.6,33033,Pass,0.03
865,1225500,1227000,-9.5,19.0,94410,Pass,0.0
871,1225700,1227600,-9.5,19.1,94410,Pass,0.0
876,1227000,1225700,-0.2,13.7,13394,Pass,0.0
879,1227500,1229200,-0.1,13.5,13394,Pass,0.0
886,1234600,1236900,-11.0,-3.4,12588,Pass,0.0
890,1238200,1241300,-20.7,7.5,93295,Pass,0.0
894,1242100,1245600,-39.9,24.0,15223,Pass,0.01
898,1245500,1278000,-27.3,7.4,13394,Pass,0.0
903,1281600,1291600,2.5,-1.5,17444,Pass,0.0
908,1296200,1296200,-8.7,-24.9,46786,Pass,0.0
913,1325600,1332700,47.9,-2.5,33033,Pass,0.22
917,1333500,1335100,-5.4,-32.0,17585,Pass,0.0
920,1335500,1335500,3.7,-32.5,17070,Pass,0.0
927,1366200,1368000,-6.2,-34.1,17070,Pass,0.0
931,1367600,1374000,-22.5,-31.8,12458,Pass,0.0
935,1368000,1369000,-26.9,-30.8,12588,Pass,0.0
940,1369000,1367600,-22.9,-24.5,94410,Pass,0.0
944,1374000,1375100,-4.8,-27.4,17444,Pass,0.0
950,1375500,1377400,-6.7,-24.9,93295,Pass,0.0
954,1378500,1379300,-8.5,-30.8,12588,Pass,0.0
958,1379500,1380700,-7.8,-33.1,15889,Pass,0.0
962,1381900,1381900,-8.9,-26.7,94410,Pass,0.0
969,1431500,1433400,31.9,20.6,13188,Pass,0.0
976,1444500,1449000,37.9,0.3,33033,Pass,0.2
979,1449000,1449000,-10.2,28.8,15223,Pass,0.0
986,1460100,1461000,-4.3,33.8,15620,Pass,0.0
988,1461000,1462600,-4.3,26.6,17444,Pass,0.0
992,1464700,1465600,-3.2,30.7,15620,Pass,0.0
994,1465500,1465500,-3.2,23.7,13188,Pass,0.0
1000,1473500,1475300,-8.4,26.5,15620,Pass,0.0
1003,1475500,1478200,-20.6,22.9,15606,Pass,0.0
1006,1478500,1480900,-19.7,-5.0,46786,Pass,0.0
1009,1481500,1484200,-10.7,14.1,15606,Pass,0.0
1012,1484500,1486500,-12.0,-5.3,46786,Pass,0.0
1015,1487500,1489200,-3.4,-17.6,13188,Pass,0.0
1018,1489500,1491100,13.6,-22.7,15889,Pass,0.0
1023,1493400,1494000,40.4,-30.1,12458,Pass,0.01
1028,1494000,1494000,44.3,-26.7,17070,Pass,0.01
1035,1503500,1505800,52.7,-33.3,12458,Pass,0.01
1039,1506000,1507000,36.9,-24.4,13188,Pass,0.01
1044,1507000,1509800,43.1,-6.5,11720,Pass,0.08
1049,1514500,1516400,-3.2,-17.3,15889,Pass,0.0
1052,1517500,1520900,5.0,-27.1,13188,Pass,0.0
1055,1521000,1523400,-9.4,-8.7,46786,Pass,0.0
1058,1524400,1526000,-5.9,11.6,15606,Pass,0.0
1061,1526500,1529000,-8.9,-5.9,46786,Pass,0.0
1063,1529000,1531100,5.3,-10.3,13188,Pass,0.0
1069,1534500,1534500,-3.3,20.3,15606,Pass,0.0
1076,1557500,1559000,16.5,34.5,82908,Pass,0.0
1081,1559000,1560900,-12.7,26.4,15606,Pass,0.0
1086,1561000,1564100,5.2,20.1,13394,Pass,0.0
1093,1565500,1565500,-2.8,32.2,10396,Pass,0.0
1099,1578500,1583000,3.8,34.5,82908,Pass,0.0
1106,1582500,1582700,-23.6,21.9,11720,Pass,0.0
1112,1583000,1582500,-25.7,19.5,94410,Pass,0.0
1116,1589500,1591300,-26.4,30.7,12588,Pass,0.0
1119,1591700,1592500,-21.3,16.3,93295,Pass,0.0
1121,1592500,1593400,-23.1,9.1,13394,Pass,0.0
1125,1593500,1595100,-29.9,9.0,11720,Pass,0.0
1128,1595000,1595000,-33.3,0.5,13394,Pass,0.07
1135,1610800,1612700,-47.0,-2.1,18446,Pass,0.0
1137,1612700,1614800,-30.9,-7.7,46786,Pass,0.0
1143,1626500,1629000,-44.5,-0.5,18446,Pass,0.2
1147,1629000,1631000,7.0,7.3,72131,Pass,0.0
1150,1631000,1633000,5.2,4.4,13394,Pass,0.0
1156,1633000,1634900,-5.8,19.2,15620,Pass,0.0
1161,1635500,1637000,6.3,19.5,82908,Pass,0.0
1163,1637000,1639100,-8.5,18.2,93295,Pass,0.0
1167,1640000,1640800,-13.8,31.5,15223,Pass,0.0
1171,1644400,1645500,-25.3,22.2,93295,Pass,0.0
1178,1651500,1651500,-47.4,28.8,15223,Pass,0.01
1185,1674500,1678100,-47.1,-1.1,18446,Pass,0.37
1188,1678000,1679100,8.7,-24.9,17444,Pass,0.0
1194,1679500,1684700,13.3,-15.6,13394,Pass,0.0
1198,1686500,1689300,-27.2,-30.5,15889,Pass,0.0
1201,1690700,1693000,-22.3,2.0,15606,Pass,0.0
1204,1695400,1696700,-7.8,27.1,15620,Pass,0.0
1207,1697500,1700100,-11.3,12.0,94410,Pass,0.0
1211,1701500,1703700,-11.9,-11.6,46786,Pass,0.0
1214,1704500,1706000,12.3,-5.2,17444,Pass,0.0
1216,1706000,1707300,11.7,-13.0,10396,Pass,0.0
1221,1707500,1713100,15.1,-7.9,17444,Pass,0.0
1230,1730700,1734000,37.4,3.9,33033,Pass,0.2
1236,1734000,1735200,-13.5,-8.6,94410,Pass,0.0
1240,1736900,1738000,-9.2,-15.7,12458,Pass,0.0
1244,1741500,1744200,-17.8,-20.1,46786,Pass,0.0
1247,1745400,1746800,-37.2,-5.9,18446,Pass,0.08
1250,1747500,1750200,-28.1,8.4,15606,Pass,0.0
1253,1751900,1753500,-9.4,31.7,15620,Pass,0.0
1257,1758500,1760000,-7.3,22.6,15606,Pass,0.0
1260,1760000,1760000,13.4,23.4,13188,Pass,0.0
1267,1774500,1777000,16.2,36.0,82908,Pass,0.0
1269,1777000,1779000,17.8,13.3,10016,Pass,0.0
1272,1779000,1781000,-15.3,26.7,11720,Pass,0.0
1275,1781000,1783800,-15.6,24.6,12588,Pass,0.0
1280,1786500,1788000,-32.3,18.8,93295,Pass,0.0
1283,1788000,1789800,-37.7,27.0,11720,Pass,0.01
1290,1792500,1795000,-40.5,-3.6,18446,Pass,0.2
1295,1797500,1802400,-9.7,-9.7,94410,Pass,0.0
1305,1806500,1806500,8.3,-25.0,13394,Pass,0.0
1315,1830500,1832000,8.2,-34.2,17070,Pass,0.0
1318,1832000,1832000,-9.8,-31.9,17585,Pass,0.0
1325,1842500,1845600,-14.3,-34.1,15889,Pass,0.0
1329,1848500,1850900,-28.0,-20.0,46786,Pass,0.0
1332,1851500,1854300,-23.7,3.1,15606,Pass,0.0
1336,1857800,1858500,9.3,28.8,15620,Pass,0.0
1340,1860500,1865600,3.5,20.8,13188,Pass,0.0
1346,1877500,1881500,38.3,-1.0,33033,Pass,0.2
1351,1881500,1883500,-14.4,-22.4,17585,Pass,0.0
1356,1883500,1884700,-32.4,-14.2,46786,Pass,0.0
1360,1887900,1889700,-42.9,-12.3,18446,Pass,0.03
1364,1894500,1896000,-11.6,16.9,15606,Pass,0.0
1366,1896000,1896800,7.6,25.7,11679,Pass,0.0
1372,1899500,1903000,17.7,31.1,15620,Pass,0.0
1380,1905500,1906800,22.3,8.0,12588,Pass,0.0
1383,1908600,1909600,13.9,-11.0,17585,Pass,0.0
1387,1911500,1952000,9.6,4.6,12588,Pass,0.0
1394,1952000,1952600,-4.3,-5.3,10396,Pass,0.0
1399,1956500,1958000,14.5,22.9,72131,Pass,0.0
1401,1958000,1960800,12.9,33.1,82908,Pass,0.0
1405,1962800,1965400,39.1,11.8,33033,Pass,0.03
1409,1967500,1969500,-0.8,-28.5,17070,Pass,0.0
1412,1969500,1974600,6.0,-28.3,17585,Pass,0.0
1419,1976500,1978600,-46.9,-31.5,15606,Pass,0.01
1423,1980500,1983100,-35.5,-11.6,46786,Pass,0.03
1427,1984500,1985700,-19.8,23.2,15620,Pass,0.0
1431,1989600,1991000,8.1,20.7,11679,Pass,0.0
1434,1992600,1994000,-0.6,7.6,10396,Pass,0.0
1438,1995800,1997600,9.1,-15.1,15606,Pass,0.0
1443,1999000,2000000,37.8,-31.2,15889,Pass,0.01
1447,2000000,2002300,44.0,-4.7,10016,Pass,0.08
1451,2005600,2006700,30.0,10.6,15223,Pass,0.0
1454,2008300,2008300,40.9,11.4,82908,Pass,0.03
1461,2014600,2018300,32.0,-4.3,10016,Pass,0.0
1466,2020500,2022000,6.6,-19.8,15889,Pass,0.0
1468,2022000,2023100,9.9,-1.2,94410,Pass,0.0
1472,2024500,2025700,4.3,6.7,15606,Pass,0.0
1476,2029500,2030900,16.1,18.7,17444,Pass,0.0
1479,2032500,2035000,11.3,4.0,94410,Pass,0.0
1482,2036000,2037500,7.8,-13.9,10396,Pass,0.0
1484,2037500,2039800,20.0,-33.8,15889,Pass,0.0
1488,2041300,2042900,13.3,-22.8,10396,Pass,0.0
1491,2045000,2046100,5.6,-18.0,46786,Pass,0.0
1495,2046500,2050600,13.3,-28.9,10396,Pass,0.0
1499,2050500,2050500,44.8,-20.6,17070,Pass,0.01
1506,2074000,2076000,52.5,-34.0,12458,Pass,0.01
1509,2076000,2076200,41.6,7.4,17444,Pass,0.08
1515,2076200,2076200,42.3,6.0,10016,Pass,0.08
1521,2103000,2103000,52.8,33.2,13188,Pass,0.01
1528,2111500,2112600,52.8,33.5,13188,Pass,0.01
1531,2112500,2115800,45.6,32.3,12458,Pass,0.01
1538,2116000,2118600,43.3,-3.5,72131,Pass,0.2
1543,2118500,2124300,37.8,-12.7,10016,Pass,0.03
1548,2126100,2128100,4.7,-31.6,15889,Pass,0.0
1551,2128200,2130100,-1.2,-13.3,46786,Pass,0.0
1554,2130500,2133500,4.8,3.2,15606,Pass,0.0
1557,2135500,2137000,22.1,28.3,15620,Pass,0.0
1559,2137000,2137200,27.1,19.3,12458,Pass,0.0
1567,2140300,2140300,39.7,16.3,15620,Pass,0.03
1575,2169100,2172500,48.2,-2.4,33033,Pass,0.22
1581,2172500,2173600,-1.1,-15.8,10396,Pass,0.0
1586,2179300,2180000,-6.4,-33.4,46786,Pass,0.0
1589,2181500,2184200,-16.9,-25.3,15889,Pass,0.0
1594,2187500,2188200,-8.6,7.3,15606,Pass,0.0
1598,2188500,2189900,0.6,17.3,15223,Pass,0.0
1603,2191500,2193700,-4.9,18.9,11720,Pass,0.0
1606,2194500,2196600,-10.3,-5.5,12588,Pass,0.0
1609,2199500,2200900,-28.1,-27.3,17585,Pass,0.0
1612,2201000,2203000,-25.1,-18.0,12588,Pass,0.0
1614,2203000,2204100,-18.8,-30.5,17070,Pass,0.0
1619,2204700,2204700,-20.3,-18.1,12588,Pass,0.0
1625,2236600,2240000,-47.4,-2.7,18446,Pass,0.22
1627,2240000,2242100,18.3,-13.0,17444,Pass,0.0
1630,2242000,2243200,15.1,-16.0,13188,Pass,0.0
1634,2244900,2245500,27.1,-29.0,12458,Pass,0.0
1636,2245500,2247000,22.6,-24.1,13188,Pass,0.0
1640,2250000,2251600,33.6,-29.9,12458,Pass,0.01
1644,2252500,2254000,20.3,-12.9,94410,Pass,0.0
1648,2254000,2255800,39.7,-5.8,72131,Pass,0.08
1652,2256000,2258800,34.8,-3.4,93295,Pass,0.07
1656,2259000,2260800,5.5,-14.5,46786,Pass,0.0
1659,2262900,2264500,-2.4,-21.7,15889,Pass,0.0
1661,2264500,2266100,9.6,-30.3,46786,Pass,0.0
1664,2266000,2266900,22.6,-31.9,12458,Pass,0.0
1668,2267500,2269200,21.1,-24.1,46786,Pass,0.0
1671,2269500,2271000,13.6,-9.9,94410,Pass,0.0
1674,2270400,2272900,15.4,-6.3,94410,Pass,0.0
1678,2271000,2270400,26.3,2.7,17444,Pass,0.0
1685,2278500,2280000,11.4,2.3,15223,Pass,0.0
1689,2280000,2281400,-3.9,-16.3,15889,Pass,0.0
1693,2282500,2285400,5.8,-19.1,12458,Pass,0.0
1697,2289700,2290700,23.5,28.0,15620,Pass,0.0
1700,2292300,2294300,17.0,20.0,13188,Pass,0.0
1703,2295500,2297400,12.1,-3.8,10396,Pass,0.0
1706,2299800,2301500,9.8,-13.2,46786,Pass,0.0
1709,2305000,2307000,5.9,4.9,15606,Pass,0.0
1712,2308700,2309900,8.7,-15.8,46786,Pass,0.0
1716,2310000,2310200,24.3,-8.8,17444,Pass,0.0
1721,2312500,2314000,19.2,-2.7,12588,Pass,0.0
1724,2314000,2317000,10.2,-15.4,15223,Pass,0.0
1730,2317000,2319000,-5.2,13.5,15606,Pass,0.0
1735,2321500,2322400,1.5,13.5,93295,Pass,0.0
1739,2324300,2326090,2.2,-2.1,12588,Pass,0.0
1741,2325990,2325990,6.2,-25.7,17070,Pass,0.0
1749,2341500,2343000,-1.2,-34.3,17070,Pass,0.0
1752,2342200,2346000,-1.3,-34.1,17070,Pass,0.0
1756,2343000,2342200,-10.1,-28.5,12588,Pass,0.0
1762,2349100,2349700,-31.6,-30.2,15889,Pass,0.0
1766,2350500,2350500,-36.3,-26.1,46786,Pass,0.01
1773,2374200,2376100,-33.6,-34.0,17070,Pass,0.01
1780,2379000,2379000,-48.5,-32.1,10396,Pass,0.01
1787,2385500,2387000,-42.3,-34.0,17070,Pass,0.01
1794,2389500,2389500,-41.6,-30.4,93295,Pass,0.01
1800,2401300,2406800,-43.4,-34.1,15889,Pass,0.01
1808,2407000,2407000,-12.2,-33.7,17444,Pass,0.0
1809,2407000,2407000,-12.2,-32.8,17070,Pass,0.0
1816,2418500,2420100,-28.0,-34.3,15889,Pass,0.0
1819,2420000,2421300,-19.8,-32.3,12458,Pass,0.0
1827,2421500,2421500,-24.4,-33.2,17585,Pass,0.0
1833,2429500,2431100,-21.1,-34.8,15889,Pass,0.0
1835,2430300,2432900,-20.5,-34.2,15889,Pass,0.0
1838,2431000,2430300,-14.8,-28.0,10396,Pass,0.0
1842,2434000,2435500,-18.2,-15.5,15606,Pass,0.0
1845,2435500,2436300,-4.9,5.5,13188,Pass,0.0
1855,2442000,2443099,-42.1,17.1,13394,Pass,0.03
1860,2443099,2443099,-47.7,13.2,13188,Pass,0.03
1867,2471500,2473600,-53.3,33.2,12588,Pass,0.01
1874,2478500,2481000,-37.1,-0.4,18446,Pass,0.2
1878,2479000,2479400,-36.2,-0.4,18446,Pass,0.07
1884,2481000,2479000,-11.3,9.4,11720,Pass,0.0
1888,2492800,2494300,-26.2,9.1,15606,Pass,0.0
1891,2495700,2497200,-18.4,-16.9,46786,Pass,0.0
1896,2501000,2501500,3.8,-24.6,15889,Pass,0.0
1901,2503500,2506800,12.3,-26.7,17585,Pass,0.0
1905,2507000,2510000,46.7,-9.9,33033,Pass,0.08
1910,2510000,2511000,1.1,-9.6,94410,Pass,0.0
1915,2511000,2514000,17.9,-16.8,17070,Pass,0.0
1920,2514000,2516700,-3.5,5.7,15620,Pass,0.0
1930,2521400,2521400,15.3,14.8,93295,Pass,0.0
1936,2526400,2526900,0.6,34.0,15620,Pass,0.0
1939,2528300,2528300,5.6,28.9,13188,Pass,0.0
1947,2573300,2575500,23.7,30.8,13188,Pass,0.0
1954,2589500,2599000,37.0,-0.2,33033,Pass,0.2
1959,2599000,2599000,-27.7,-23.8,15889,Pass,0.0
1967,2617900,2619000,-22.1,-34.1,17070,Pass,0.0
1971,2619000,2621000,-37.2,-23.3,46786,Pass,0.01
1973,2621000,2622200,-33.4,-15.8,10396,Pass,0.03
1979,2622500,2623000,-31.3,-18.9,94410,Pass,0.0
1984,2623500,2623500,-28.1,-22.0,12588,Pass,0.0
1990,2639500,2641700,-17.4,-23.4,46786,Pass,0.0
1993,2642500,2644700,-20.7,6.7,15606,Pass,0.0
1996,2648400,2649500,-4.2,28.4,15620,Pass,0.0
1999,2652300,2654000,-0.5,19.5,10396,Pass,0.0
2002,2654500,2657400,-8.4,-4.3,46786,Pass,0.0
2006,2665500,2667400,42.3,-30.3,12458,Pass,0.01
2010,2670700,2671700,22.4,-23.1,15889,Pass,0.0
2012,2671700,2671700,25.0,-16.1,13188,Pass,0.0
2019,2687000,2694400,28.1,-2.5,10396,Pass,0.0
2022,2695000,2695200,30.6,-3.1,17444,Pass,0.0
2034,3724300,3725300,-13.1,-17.8,13188,Pass,0.0
2041,3727100,3727100,-15.3,-20.7,82908,Pass,0.0
2048,3738600,3740400,24.2,-34.1,15620,Pass,0.0
2051,3741600,3743800,43.2,-30.6,15606,Pass,0.01
2055,3745900,3748900,44.1,-3.3,18446,Pass,0.2
2057,3748900,3752200,0.0,22.2,12458,Pass,0.0
2064,3753000,3755042,-13.2,29.9,17444,Pass,0.0
2068,3755042,3755042,-12.8,33.6,17070,Pass,0.0
2074,3769800,3771500,-0.4,34.0,17070,Pass,0.0
2077,3771500,3772200,15.3,31.8,11720,Pass,0.0
2083,3772400,3773400,23.0,28.9,46786,Pass,0.0
2089,3774800,3774800,19.4,22.1,11720,Pass,0.0
